franchise,player,pos,current_type,proposed_type,confidence,current_contractInfo,proposed_contractInfo,proposed_contractInfo_note,mapping_note,drafted
Sex Manther,"Haulcy, A.J.",S,R,Rookie-Draft,confirmed,"CL 3|TCV 3K|AAV 1K|Y1-1K, Y2-1K, Y3-1K|GTD: 2K","CL 3|TCV 3K|AAV 1K|Y1-1K, Y2-1K, Y3-1K|GTD: 2K",(numbers unchanged — type only),confirmed (cluster review 2026-05-31),6.07
Sex Manther,"Higgins, Jayden",WR,(blank),Rookie-Draft,confirmed,,CL 3| TCV 15K| AAV 5K,BACKFILL: multi-year missing Y-schedule,Restored from 2025 (2026 contractInfo wiped); roll contractYear forward.,2.04 (2025)
Sex Manther,"Hill, Tyreek",WR,Veteran,Vet-FAA,confirmed,"CL 2| TCV 142K| AAV 62K| Y1-80K, Y2-62K","CL 2| TCV 142K| AAV 62K| Y1-80K, Y2-62K",(numbers unchanged — type only),confirmed (cluster review 2026-05-31),"Auction $61,000 (2024)"
Sex Manther,"Hunter, Travis",WR,Rookie,Rookie-Draft,confirmed,CL 3| TCV 42K| AAV 14K | Option Eligible,CL 3| TCV 42K| AAV 14K | Option Eligible,BACKFILL: multi-year missing Y-schedule,confirmed (cluster review 2026-05-31),1.02 (2025)
Sex Manther,"James, Jordan",RB,(blank),Rookie-Draft,confirmed,,CL 3| TCV 6K| AAV 2K,BACKFILL: multi-year missing Y-schedule,Restored from 2025 (2026 contractInfo wiped); roll contractYear forward.,4.05 (2025)
Sex Manther,"Kittle, George",TE,Veteran,Vet-FAA,confirmed,CL 2| TCV 58K| AAV 29K,CL 2| TCV 58K| AAV 29K,BACKFILL: multi-year missing Y-schedule,confirmed (cluster review 2026-05-31),"Auction $29,000 (2025)"
Sex Manther,"Lloyd, MarShawn",RB,(blank),Rookie-Draft,confirmed,,CL 3| TCV 15K| AAV 5K,BACKFILL: multi-year missing Y-schedule,Restored from 2025 (2026 contractInfo wiped); roll contractYear forward.,2.11 (2024)
Sex Manther,"Love, Julian",S,MYM - Vet,Vet-MYM,confirmed,"CL 2| TCV 2K| AAV 1K| Y1-1K, Y2-1K| GTD: 1K","CL 2| TCV 2K| AAV 1K| Y1-1K, Y2-1K| GTD: 1K",(numbers unchanged — type only),confirmed (cluster review 2026-05-31),"BB $1,000 (2025)"
Sex Manther,"McCaffrey, Christian",RB,TAG,Tag,confirmed,CL 1| TCV 62K| AAV 62K| GTD 62K| Tag| Tier 1| Formula: Avg Top 1-4 RB AAV | 10% salary floor (rounded up),CL 1| TCV 62K| AAV 62K| GTD 62K| Tag| Tier 1| Formula: Avg Top 1-4 RB AAV | 10% salary floor (rounded up),(numbers unchanged — type only),Tag/TAG case-merge.,Trade (2025)
Sex Manther,"McGowan, Seth",RB,R,Rookie-Draft,confirmed,"CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K","CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K",(numbers unchanged — type only),confirmed (cluster review 2026-05-31),5.07
Sex Manther,"McKee, Tanner",QB,Veteran,Vet-WW,confirmed,CL 3| TCV 3K| AAV 1K,CL 3| TCV 3K| AAV 1K,BACKFILL: multi-year missing Y-schedule,confirmed (cluster review 2026-05-31),"BB $1,000 (2025)"
Sex Manther,"Noel, Jaylin",WR,(blank),Rookie-Draft,confirmed,,CL 3| TCV 6K| AAV 2K,BACKFILL: multi-year missing Y-schedule,Restored from 2025 (2026 contractInfo wiped); roll contractYear forward.,3.01 (2025)
Sex Manther,"Odunze, Rome",WR,Rookie,Rookie-Draft,confirmed,CL 3| TCV 30K| AAV 10K,CL 3| TCV 30K| AAV 10K,BACKFILL: multi-year missing Y-schedule,confirmed (cluster review 2026-05-31),1.06 (2024)
Sex Manther,"Rice, Rashee",WR,Veteran,Vet-Ext2,confirmed,"CL 3| TCV 55K| AAV 25K| Y1-5 Y2-25, Y3-25| Ext: LH","CL 3| TCV 55K| AAV 25K| Y1-5 Y2-25, Y3-25| Ext: LH",(numbers unchanged — type only),Has Ext: token but non-EXT status — reclassify as extension.,Trade (2025)
Sex Manther,"Rodriguez, Jacob",LB,R,Rookie-Draft,confirmed,"CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K","CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K",(numbers unchanged — type only),confirmed (cluster review 2026-05-31),4.05
Sex Manther,"Roush, Sam",TE,R,Rookie-Draft,confirmed,"CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K","CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K",(numbers unchanged — type only),confirmed (cluster review 2026-05-31),4.07
Sex Manther,"Schwesinger, Carson",LB,Rookie,Rookie-Draft,confirmed,CL 3| TCV 3K| AAV 1K,CL 3| TCV 3K| AAV 1K,BACKFILL: multi-year missing Y-schedule,confirmed (cluster review 2026-05-31),6.01 (2025)
Sex Manther,"Shipley, Will",RB,(blank),Rookie-Draft,confirmed,,CL 3| TCV 15K| AAV 5K,BACKFILL: multi-year missing Y-schedule,Restored from 2025 (2026 contractInfo wiped); roll contractYear forward.,2.12 (2024)
Sex Manther,"Thieneman, Dillon",S,R,Rookie-Draft,confirmed,"CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K","CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K",(numbers unchanged — type only),confirmed (cluster review 2026-05-31),5.05
Sex Manther,"Tucker, Sean",RB,Vet-ERA,Vet-ERA,confirmed,CL 1| TCV 4K| AAV 4K,CL 1| TCV 4K| AAV 4K,(numbers unchanged — type only),confirmed (cluster review 2026-05-31),"Auction $4,000"
Sex Manther,"Tuipulotu, Tuli",DE,Veteran,Vet-FAA?,low,"CL 3| TCV 12K| AAV 4K| Y1-4, Y2-4, Y3-4","CL 3| TCV 12K| AAV 4K| Y1-4, Y2-4, Y3-4",(numbers unchanged — type only),Traded vet — origin (FAA/WW/ERA) needs event chain; defaulted FAA.,Trade (2024)
Sex Manther,"Williams, Caleb",QB,Rookie,Rookie-Draft,confirmed,CL 3| TCV 45K| AAV 15K,CL 3| TCV 45K| AAV 15K,BACKFILL: multi-year missing Y-schedule,confirmed (cluster review 2026-05-31),1.01 (2024)
Sex Manther,"Williams, Kyle",WR,Rookie,Rookie-Draft,confirmed,CL 3| TCV 15K| AAV 5K,CL 3| TCV 15K| AAV 5K,BACKFILL: multi-year missing Y-schedule,confirmed (cluster review 2026-05-31),2.08 (2025)
The Long Haulers,"Ali, Rasheen",RB,(blank),Rookie-Draft,confirmed,,CL 3| TCV 6K| AAV 2K,BACKFILL: multi-year missing Y-schedule,Restored from 2025 (2026 contractInfo wiped); roll contractYear forward.,4.10 (2024)
The Long Haulers,"Beck, Carson",QB,R,Rookie-Draft,confirmed,"CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K","CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K",(numbers unchanged — type only),confirmed (cluster review 2026-05-31),3.04
The Long Haulers,"Bernard, Germie",WR,R,Rookie-Draft,confirmed,"CL 3|TCV 15K|AAV 5K|Y1-5K, Y2-5K, Y3-5K|GTD: 11.3K","CL 3|TCV 15K|AAV 5K|Y1-5K, Y2-5K, Y3-5K|GTD: 11.3K",(numbers unchanged — type only),confirmed (cluster review 2026-05-31),2.10
The Long Haulers,"Blue, Jaydon",RB,(blank),Rookie-Draft,confirmed,,CL 3| TCV 6K| AAV 2K,BACKFILL: multi-year missing Y-schedule,Restored from 2025 (2026 contractInfo wiped); roll contractYear forward.,Trade (2025)
The Long Haulers,"Bond, Isaiah",WR,BL,Vet-WW-BL,confirmed,"CL 3| TCV 24K| AAV 8K| Y1-5, Y2-5, Y3-14","CL 3| TCV 24K| AAV 8K| Y1-5, Y2-5, Y3-14",(numbers unchanged — type only),confirmed,"BB $8,000 (2025)"
The Long Haulers,"Brown, A.J.",WR,BL,Vet-Ext1,confirmed,"CL 2| TCV 129K| AAV 56K|Y1-73 Y2-56 | Ext: Sex, Creel, LH","CL 2| TCV 129K| AAV 56K|Y1-73 Y2-56 | Ext: Sex, Creel, LH",(numbers unchanged — type only),corrected — BL deal ended 2025; 1yr ext can't be loaded so -BL drops on 2026 rollover,Trade (2025)
The Long Haulers,"Bynum, Camryn",S,Veteran,Vet-MYM,confirmed,"CL 3| TCV 3K| AAV 1K| Y1-1, Y2-1, Y3-1","CL 3| TCV 3K| AAV 1K| Y1-1, Y2-1, Y3-1",(numbers unchanged — type only),WW pickup post-contract-deadline = MYM,"BB $1,000 (2024)"
The Long Haulers,"Coleman, Kevin",WR,R,Rookie-Draft,confirmed,"CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K","CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K",(numbers unchanged — type only),confirmed (cluster review 2026-05-31),5.08
The Long Haulers,"Cooper, Jonathon",DE,Veteran,Vet-MYM,confirmed,"CL 3| TCV 3K| AAV 1K| Y1-1, Y2-1, Y3-1","CL 3| TCV 3K| AAV 1K| Y1-1, Y2-1, Y3-1",(numbers unchanged — type only),WW pickup post-contract-deadline = MYM,"BB $1,000 (2024)"
The Long Haulers,"Downs, Josh",WR,EXT1,Vet-Ext1,confirmed,CL 2|TCV 14K|AAV 12K|Y1-2 Y2-12|Ext: GRide,CL 2|TCV 14K|AAV 12K|Y1-2 Y2-12|Ext: GRide,(numbers unchanged — type only),confirmed (EXT1 review),Trade (2025)
The Long Haulers,"Ewers, Quinn",QB,(blank),Rookie-Draft,confirmed,,CL 3| TCV 6K| AAV 2K,BACKFILL: multi-year missing Y-schedule,Restored from 2025 (2026 contractInfo wiped); roll contractYear forward.,5.09 (2025)
The Long Haulers,"Faulk, Keldric",DE,R,Rookie-Draft,confirmed,"CL 3|TCV 3K|AAV 1K|Y1-1K, Y2-1K, Y3-1K|GTD: 2K","CL 3|TCV 3K|AAV 1K|Y1-1K, Y2-1K, Y3-1K|GTD: 2K",(numbers unchanged — type only),confirmed (cluster review 2026-05-31),6.06
The Long Haulers,"Fields, Malachi",WR,R,Rookie-Draft,confirmed,"CL 3|TCV 15K|AAV 5K|Y1-5K, Y2-5K, Y3-5K|GTD: 11.3K","CL 3|TCV 15K|AAV 5K|Y1-5K, Y2-5K, Y3-5K|GTD: 11.3K",(numbers unchanged — type only),confirmed (cluster review 2026-05-31),2.05
The Long Haulers,"Gordon, Ollie",RB,(blank),Rookie-Draft,confirmed,,CL 3| TCV 6K| AAV 2K,BACKFILL: multi-year missing Y-schedule,Restored from 2025 (2026 contractInfo wiped); roll contractYear forward.,4.10 (2025)
The Long Haulers,"Henry, Derrick",RB,BL,Vet-Ext1,confirmed,CL 2| TCV 94K| AAV 44K|Y1-50 Y2-44| Ext: LH,CL 2| TCV 94K| AAV 44K|Y1-50 Y2-44| Ext: LH,(numbers unchanged — type only),corrected — same as A.J. Brown (BL ended 2025; ext not loaded),Trade (2025)
The Long Haulers,"Hurts, Jalen",QB,BL,Vet-Ext2-BL,confirmed,"CL 2| TCV 84K| AAV 42K| Y1-17K, Y2-67K| Ext: Gride, Hammer","CL 2| TCV 84K| AAV 42K| Y1-17K, Y2-67K| Ext: Gride, Hammer",(numbers unchanged — type only),confirmed,Trade
The Long Haulers,"Johnson, Roschon",RB,Veteran,Vet-FAA?,low,CL 3| TCV 12K| AAV 4K,CL 3| TCV 12K| AAV 4K,BACKFILL: multi-year missing Y-schedule,Traded vet — origin (FAA/WW/ERA) needs event chain; defaulted FAA.,Trade (2025)
The Long Haulers,"Johnson, Theo",TE,Rookie,Rookie-Draft,confirmed,"CL 3| TCV 15K| AAV 5K| Y1-5, Y2-5, Y3-5","CL 3| TCV 15K| AAV 5K| Y1-5, Y2-5, Y3-5",(numbers unchanged — type only),Traded rookie — origin assumed Draft; confirm via event chain.,Trade (2025)
The Long Haulers,"Johnston, Quentin",WR,EXT1,Vet-Ext1,confirmed,CL 1| TCV 18K| AAV 18K| Y1-18K| Ext: PG| GTD: 13.5K,CL 1| TCV 18K| AAV 18K| Y1-18K| Ext: PG| GTD: 13.5K,(numbers unchanged — type only),confirmed,Trade
The Long Haulers,"Lambert-Smith, KeAndre",WR,MYM - Rookie,Rookie-MYM,confirmed,"CL 3| TCV 3K| AAV 1K| Y1-1K, Y2-1K, Y3-1K| GTD: 2K","CL 3| TCV 3K| AAV 1K| Y1-1K, Y2-1K, Y3-1K| GTD: 2K",(numbers unchanged — type only),confirmed (cluster review 2026-05-31),"BB $1,000 (2025)"
The Long Haulers,"Lawrence, Trevor",QB,TAG,Tag,confirmed,CL 1| TCV 37K| AAV 37K| GTD 27.8K| Tag| Tier 2| Formula: Avg Top 6-15 QB AAV,CL 1| TCV 37K| AAV 37K| GTD 27.8K| Tag| Tier 2| Formula: Avg Top 6-15 QB AAV,(numbers unchanged — type only),Tag/TAG case-merge.,Trade (2024)
The Long Haulers,"Levis, Will",QB,Vet-ERA,Vet-ERA,confirmed,CL 1| TCV 1K| AAV 1K,CL 1| TCV 1K| AAV 1K,(numbers unchanged — type only),confirmed (cluster review 2026-05-31),"Auction $1,000"
The Long Haulers,"Marks, Woody",RB,Rookie,Rookie-Draft,confirmed,CL 3| TCV 6K| AAV 2K,CL 3| TCV 6K| AAV 2K,BACKFILL: multi-year missing Y-schedule,Traded rookie — origin assumed Draft; confirm via event chain.,Trade (2025)
The Long Haulers,"Mason, Jordan",RB,FL,Vet-Ext2-FL,confirmed,"CL 3| TCV 52K| AAV 24K| Y1-14, Y2-14, Y3-24| Ext: LH","CL 3| TCV 52K| AAV 24K| Y1-14, Y2-14, Y3-24| Ext: LH",(numbers unchanged — type only),confirmed — RESTRUCTURE (2yr ext then Yr1 front-load; 2025 AAV 4K/24K vs 14K salary); add restructure:<year>,Trade (2024)
The Long Haulers,"Mendoza, Fernando",QB,R,Rookie-Draft,confirmed,"CL 3|TCV 39K|AAV 13K|Y1-13K, Y2-13K, Y3-13K|GTD: 29.3K|Keep Option as Y4Option =18K","CL 3|TCV 39K|AAV 13K|Y1-13K, Y2-13K, Y3-13K, Y4-18K Option|GTD: 29.3K",(numbers unchanged — type only),confirmed (cluster review 2026-05-31),1.03
The Long Haulers,"Mumpfield, Konata",WR,MYM - Rookie,Rookie-MYM,confirmed,"CL 3| TCV 3K| AAV 1K| Y1-1K, Y2-1K, Y3-1K| GTD: 2K","CL 3| TCV 3K| AAV 1K| Y1-1K, Y2-1K, Y3-1K| GTD: 2K",(numbers unchanged — type only),confirmed (cluster review 2026-05-31),"BB $1,000 (2025)"
The Long Haulers,"Otton, Cade",TE,Veteran,Vet-FAA,confirmed,"CL 3| TCV 15K| AAV 5K| Y1-5K, Y2-5K, Y3-5K","CL 3| TCV 15K| AAV 5K| Y1-5K, Y2-5K, Y3-5K",(numbers unchanged — type only),confirmed (cluster review 2026-05-31),"Auction $5,000 (2025)"
The Long Haulers,"Smith, Brashard",RB,(blank),Rookie-Draft,confirmed,,CL 3| TCV 6K| AAV 2K,BACKFILL: multi-year missing Y-schedule,Restored from 2025 (2026 contractInfo wiped); roll contractYear forward.,Trade (2025)
The Long Haulers,"Spears, Tyjae",RB,Vet-ERA,Vet-ERA,confirmed,CL 1| TCV 1K| AAV 1K,CL 1| TCV 1K| AAV 1K,(numbers unchanged — type only),confirmed (cluster review 2026-05-31),"Auction $1,000"
The Long Haulers,"Tucker, Tre",WR,Veteran,Vet-FAA?,low,"CL 3| TCV 3K| AAV 1K| Y1-1, Y2-1, Y3-1","CL 3| TCV 3K| AAV 1K| Y1-1, Y2-1, Y3-1",(numbers unchanged — type only),Traded vet — origin (FAA/WW/ERA) needs event chain; defaulted FAA.,Trade (2024)
The Long Haulers,"Warren, Tyler",TE,Rookie,Rookie-Draft,confirmed,CL 3| TCV 15K| AAV 5K | Option Eligible,CL 3| TCV 15K| AAV 5K | Option Eligible,BACKFILL: multi-year missing Y-schedule,confirmed (cluster review 2026-05-31),1.11 (2025)
The Long Haulers,"Washington Jr., Mike",RB,R,Rookie-Draft,confirmed,"CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K","CL 3|TCV 6K|AAV 2K|Y1-2K, Y2-2K, Y3-2K|GTD: 4.5K",(numbers unchanged — type only),confirmed (cluster review 2026-05-31),3.03
The Long Haulers,"Washington, Malik",WR,(blank),Rookie-Draft,confirmed,,CL 3| TCV 6K| AAV 2K,BACKFILL: multi-year missing Y-schedule,Restored from 2025 (2026 contractInfo wiped); roll contractYear forward.,Trade (2025)
The Long Haulers,"Wicks, Dontayvion",WR,Veteran,Vet-MYM,confirmed,CL 3| TCV 3K| AAV 1K,CL 3| TCV 3K| AAV 1K,BACKFILL: multi-year missing Y-schedule,WW pickup post-contract-deadline = MYM,"BB $1,000 (2025)"
The Long Haulers,"Witherspoon, Devon",CB,TAG,Tag,confirmed,CL 1| TCV 3K| AAV 3K| GTD 2.3K| Tag| Tier 2| Formula: Avg Top 7-12 DB AAV | 10% salary floor (rounded up),CL 1| TCV 3K| AAV 3K| GTD 2.3K| Tag| Tier 2| Formula: Avg Top 7-12 DB AAV | 10% salary floor (rounded up),(numbers unchanged — type only),Tag/TAG case-merge.,4.10 (2023)
